8531865,263,0,0,1
9533134,147,0,0,1
17218367,65,0,0,1
7632342,191,0,0,1
8643138,0,0,0,1
11191851,212,0,0,1
11936177,281,0,0,1
11774579,0,0,0,1
101763,0,0,0,1
101762,95,0,0,1
101761,101,0,0,1
101760,123,0,0,1
16381706,128,0,0,1
11286851,257,0,0,1
11711678,102,0,0,1
9728744,184,0,0,1
11286852,312,0,0,1
6439993,160,0,0,1
16078815,334,0,0,1
16077220,243,0,0,1
21721870,0,0,0,1
3211042,281,0,0,1
2374681,231,1,1,1
16714755,131,0,0,1
12469213,194,0,0,1
16279062,253,0,0,1
17668952,173,0,0,1
17668953,166,0,0,1
17668950,81,0,0,1
17668951,184,0,0,1
17668956,318,0,0,1
17668957,286,0,0,1
17668954,403,0,0,1
17668955,101,0,0,1
6429500,49,0,0,1
8265778,190,0,0,1
10710246,254,0,1,0
3141978,142,0,0,1
16510958,272,0,0,1
7931614,344,0,0,1
3574513,0,0,0,1
7568375,369,0,0,1
11780619,416,0,0,1
11820651,259,0,0,1
16488552,189,0,1,0
7511552,244,1,1,1
11937240,274,0,0,1
17001787,0,0,0,1
6582912,163,0,0,1
407624,0,0,0,1
7872672,271,0,0,1
7558866,181,0,0,1
2671570,0,0,0,1
9311075,202,0,0,1
2496282,62,0,0,1
16866571,63,0,0,1
6420370,95,0,0,1
7715569,245,0,0,1
15763259,284,0,0,1
11865989,287,0,0,1
3667382,185,0,0,1
4959641,0,0,0,1
18072486,145,0,0,1
18072485,158,0,0,1
9022199,95,0,0,1
14978289,174,0,0,1
15755774,380,0,0,1
8742895,0,0,0,1
11542640,125,0,0,1
17441270,0,0,0,1
12854139,350,0,0,1
2762532,75,0,0,1
10565648,333,0,1,0
3003784,192,1,1,1
4525538,0,0,0,1
8434341,180,0,0,1
5539462,0,0,0,1
3600517,150,0,0,1
1187764,186,0,0,1
1633445,154,0,0,1
15860804,0,0,0,1
17307126,210,0,0,1
2146460,132,0,0,1
15312383,302,0,0,1
12827259,123,0,0,1
12602442,215,0,0,1
1461209,107,0,0,1
10358449,130,0,0,1
1845815,0,0,0,1
3003785,254,0,1,0
1461208,177,0,0,1
11538024,150,0,0,1
6101129,155,0,0,1
8441310,316,0,0,1
14971563,173,0,1,0
15093814,95,0,0,1
16966066,99,0,0,1
1310962,189,0,0,1
9858287,100,0,0,1
7974180,300,0,0,1
3041159,182,0,0,1
17084557,265,1,1,1
10559093,278,1,0,0
18035219,0,0,0,1
4627429,0,0,0,1
11286853,205,0,0,1
8175401,331,0,0,1
11900193,204,0,0,1
3041153,0,0,0,1
7609728,161,0,0,1
3041154,0,0,0,1
17951847,259,0,0,1
3041156,78,0,0,1
17388166,302,0,0,1
12616652,290,0,0,1
12796609,247,0,0,1
16979840,239,1,1,1
3404968,252,1,0,0
8226167,219,0,0,1
3918967,279,0,1,0
806142,83,0,0,1
4366695,0,0,0,1
18025519,176,0,0,1
11507235,238,0,0,1
1620049,88,0,0,1
10394393,72,0,0,1
17704400,0,0,0,1
12095545,384,0,0,1
17536011,150,0,0,1
10394396,62,0,0,1
9457840,194,0,0,1
9457841,180,0,0,1
17704408,259,0,0,1
10394399,118,0,0,1
12852548,153,0,0,1
11840548,102,0,0,1
3010758,0,0,0,1
12820374,98,0,0,1
946623,88,0,1,0
665842,80,0,0,1
10587243,0,0,0,1
8865692,0,0,0,1
104139,86,0,0,1
14697432,205,0,0,1
4856753,0,0,0,1
5846631,0,0,0,1
865251,0,0,0,1
6072039,0,0,0,1
315388,134,0,0,1
315389,100,0,0,1
7759217,172,0,0,1
7493848,281,0,0,1
11448233,199,0,0,1
10501053,311,0,0,1
10501054,438,0,0,1
315387,114,0,0,1
11295113,233,0,0,1
16751068,260,0,0,1
1429105,191,0,0,1
1572836,187,0,0,1
6405147,134,0,0,1
4806528,71,0,0,1
12474945,280,0,0,1
16790912,139,0,0,1
2511609,132,0,0,1
12020436,333,0,0,1
3518101,87,0,0,1
1776122,114,0,0,1
10827791,0,0,0,1
3587916,188,1,0,0
14629753,134,0,0,1
10408460,205,1,0,0
3290800,144,0,0,1
1668055,0,0,0,1
12834689,101,1,1,1
12128110,386,0,0,1
1201774,152,0,0,1
4996462,0,0,0,1
3763696,84,0,0,1
10924995,262,0,0,1
10924996,196,0,0,1
9615346,173,0,0,1
2493438,117,0,0,1
11710775,178,0,0,1
9615343,71,0,0,1
11357507,233,0,0,1
11393469,358,0,0,1
2493437,100,0,0,1
10924998,383,0,0,1
15802867,129,0,0,1
3917351,296,0,0,1
98865,154,0,0,1
12194313,135,0,0,1
274908,104,0,0,1
15667981,214,0,0,1
20409746,116,0,0,1
12450028,288,0,1,0
10865313,297,1,1,1
12349931,236,0,0,1
10684021,94,0,0,1
8474866,182,0,0,1
7940124,244,1,1,1
15791436,274,0,0,1
96080,0,0,0,1
7120911,102,0,0,1
16314345,190,1,1,1
6637875,152,1,1,1
11316569,357,0,0,1
9392537,410,1,1,1
12797554,162,0,0,1
2287629,183,0,0,1
339539,0,0,0,1
8184009,211,0,0,1
10577687,68,0,0,1
3080390,229,0,1,0
16319599,314,0,0,1
12375449,106,0,0,1
8823263,498,0,0,1
10751628,220,0,0,1
8491686,229,1,1,1
11565407,356,0,0,1
8497231,296,0,0,1
3012962,145,0,0,1
3137525,0,0,0,1
3317477,288,0,0,1
7997566,172,0,0,1
7760710,140,0,0,1
7790217,212,0,0,1
10970043,198,0,0,1
16357425,153,0,0,1
3099144,281,0,0,1
6821006,0,0,0,1
11776988,334,0,0,1
15552095,0,0,0,1
9422266,54,0,0,1
8571181,485,0,1,0
11776982,175,0,0,1
4020278,130,0,0,1
17016433,227,0,0,1
6184031,151,0,0,1
9223050,120,0,0,1
9254732,290,0,0,1
6097953,0,0,0,1
11243342,271,0,0,1
8260640,106,0,0,1
17237011,90,0,0,1
11243341,301,0,0,1
17985628,342,0,0,1
2700992,211,0,0,1
9026939,64,0,0,1
2685710,182,1,1,1
115060,98,0,0,1
17985620,481,0,0,1
17985621,340,0,0,1
6323360,0,0,0,1
17985625,253,0,0,1
3352492,131,0,0,1
1869467,102,0,0,1
115062,72,0,0,1
4079870,189,0,0,1
3771214,150,0,0,1
9033659,0,0,0,1
6772914,0,0,0,1
11585222,145,0,0,1
11585223,237,0,0,1
12908787,337,0,0,1
10956437,216,0,0,1
1584365,121,0,0,1
9925249,167,0,0,1
16625028,174,0,0,1
14705968,243,0,0,1
11308247,186,0,0,1
6697086,210,0,0,1
15551550,261,0,0,1
10984226,235,0,0,1
3819125,106,0,0,1
7717136,169,0,0,1
12353260,211,0,0,1
2927599,172,0,0,1
8686880,247,0,0,1
16613538,89,0,0,1
7476720,259,0,0,1
14685797,103,0,0,1
14994546,0,0,0,1
10225703,0,0,0,1
3842639,0,0,0,1
15987440,95,0,0,1
106438,43,0,0,1
14509949,332,0,0,1
8279292,207,0,0,1
106435,0,0,0,1
10100170,155,0,0,1
12196251,148,0,0,1
9167170,188,0,0,1
16585839,83,0,0,1
9355863,195,0,0,1
17560616,267,0,0,1
17520187,180,0,0,1
3523346,91,0,1,0
17637536,251,0,0,1
12539777,99,0,0,1
15799619,258,0,0,1
12910398,305,0,0,1
16321896,134,0,0,1
10435814,193,0,0,1
10815634,247,0,0,1
10815635,231,0,0,1
17647249,256,0,0,1
1996064,100,0,0,1
17499373,0,0,0,1
17499374,255,0,0,1
9673388,200,0,0,1
7968837,98,0,0,1
8234869,230,0,0,1
17613123,279,0,0,1
8020701,99,0,0,1
8726992,0,0,0,1
17613128,296,0,0,1
8531873,245,0,0,1
8531874,71,0,0,1
8531877,0,0,0,1
1907960,197,0,0,1
15446793,184,0,0,1
15691572,349,1,1,1
15446796,163,0,0,1
2120162,212,0,0,1
15446798,141,0,0,1
15446799,353,0,0,1
15000602,283,0,0,1
9568086,140,0,0,1
16609033,246,1,1,1
2120160,201,0,0,1
22561285,101,0,0,1
2416097,82,0,0,1
6316740,157,0,0,1
15377084,309,0,0,1
228823,129,0,0,1
16394632,231,0,0,1
17324531,247,0,0,1
1936050,353,0,0,1
16582516,120,0,0,1
7289557,84,0,0,1
4079871,294,0,0,1
6316743,40,0,0,1
15275734,221,1,1,1
1907311,0,0,0,1
17440247,196,0,0,1
2330686,45,0,0,1
14971771,176,0,0,1
16484153,449,0,0,1
8927713,234,0,0,1
1437536,237,1,0,0
7609730,126,0,0,1
2157239,209,0,0,1
2157238,44,0,0,1
12095557,396,0,0,1
1641479,54,0,0,1
17085946,120,0,0,1
10900426,308,0,0,1
3737580,137,0,0,1
6251410,77,0,0,1
7568383,176,0,0,1
8927710,238,0,0,1
11999160,83,0,0,1
8395088,223,0,0,1
1338776,75,0,0,1
11803600,233,0,0,1
17668947,294,0,0,1
12545676,251,1,1,1
1753914,86,0,0,1
8554878,187,0,0,1
10536449,115,0,0,1
3086255,154,0,0,1
7846889,0,0,0,1
17668949,123,0,0,1
17668948,383,0,0,1
8746709,310,0,0,1
9233025,146,0,0,1
181395,202,0,0,1
12530167,228,0,0,1
11525289,171,0,0,1
1908047,117,0,0,1
8146284,126,0,0,1
10843102,190,0,0,1
15667979,400,0,0,1
14566480,255,0,1,0
15341984,0,0,0,1
17449442,188,0,0,1
2136179,281,0,0,1
2537482,0,0,0,1
2643595,161,0,0,1
3151253,179,0,0,1
16333158,285,0,0,1
2020756,191,0,0,1
4966299,0,0,0,1
11865993,310,0,0,1
3151255,0,0,0,1
17450365,146,0,0,1
6374979,132,0,0,1
10993630,222,0,0,1
3151256,191,0,0,1
3006647,0,0,0,1
3006648,113,1,1,1
9517251,0,0,0,1
7456089,92,0,0,1
16168831,480,0,0,1
15992703,0,0,0,1
16168833,309,1,1,1
16168832,593,0,0,1
16824973,239,0,0,1
16475750,358,0,0,1
3021603,0,0,0,1
11452820,201,0,0,1
2506156,208,1,0,0
3600524,121,0,0,1
17318002,241,0,0,1
16475756,236,0,0,1
3118420,61,0,0,1
9574637,345,0,0,1
6408338,205,0,0,1
6267760,0,0,0,1
10227433,134,0,0,1
17545621,208,0,0,1
6320134,0,0,0,1
10227437,110,0,0,1
16872076,300,0,0,1
16142479,246,0,0,1
9225785,109,0,0,1
9421155,190,0,0,1
3627007,94,0,0,1
6314247,0,0,0,1
7770782,242,0,0,1
7770784,303,0,1,0
9072845,341,0,0,1
6978320,176,0,0,1
16085599,295,0,0,1
9440882,0,0,0,1
7990634,85,0,0,1
17525911,269,0,0,1
15234029,448,0,1,0
16317298,289,0,0,1
16988624,347,0,0,1
16532930,318,0,0,1
11542744,214,0,0,1
3927528,84,0,0,1
8542232,131,0,0,1
15609564,210,0,0,1
4959698,0,0,0,1
2509863,193,0,0,1
11567813,236,1,1,1
1620036,92,0,0,1
15357188,107,0,0,1
3293112,188,0,0,1
3345489,176,0,1,0
12011745,200,0,0,1
15357180,260,0,0,1
1325044,193,1,1,1
7740411,282,0,0,1
11380244,260,0,0,1
7321806,0,0,0,1
1896039,229,0,0,1
11936185,157,0,0,1
8946377,54,0,0,1
3544034,138,0,0,1
8946371,184,0,0,1
8946372,85,0,0,1
11218034,259,0,0,1
5264777,0,0,0,1
8746715,0,0,0,1
9587081,259,0,0,1
8867391,194,0,0,1
17544003,243,0,0,1
10836418,79,0,0,1
10365156,346,0,0,1
8928334,0,0,0,1
14697425,301,0,0,1
3588676,0,0,0,1
1819202,0,0,0,1
8278155,100,0,0,1
2845185,0,0,0,1
11290467,237,0,0,1
10501042,223,0,0,1
1942800,121,0,0,1
10501046,184,0,0,1
274004,0,0,0,1
2841533,112,0,0,1
9003544,93,0,0,1
7935201,105,0,0,1
11665383,68,0,0,1
7642411,252,0,0,1
6242325,394,0,0,1
371782,173,0,0,1
7817256,122,0,0,1
3717245,38,0,0,1
12120120,164,0,0,1
15738926,199,0,0,1
7732074,144,0,0,1
7689180,164,0,0,1
3696074,96,0,0,1
17166874,193,0,0,1
17166875,146,0,0,1
3123868,92,0,0,1
16644062,447,0,0,1
17435376,165,0,0,1
2366817,73,0,0,1
10394415,208,0,0,1
11099192,293,0,0,1
2980570,115,0,1,0
106873,102,0,0,1
12194326,157,0,0,1
17170863,201,0,0,1
12573766,449,0,0,1
3405136,131,0,0,1
12194321,137,0,0,1
7801584,68,0,0,1
11147901,238,0,0,1
6433653,0,0,0,1
2753766,97,0,0,1
17388175,121,0,0,1
17388177,100,0,0,1
11318312,295,0,0,1
10535629,250,0,0,1
2154365,118,0,0,1
2543303,138,0,0,1
3329860,73,0,0,1
8017897,190,0,0,1
16546909,199,0,0,1
15070066,195,0,0,1
15070065,251,0,0,1
10394413,58,0,0,1
15070061,188,0,0,1
17229785,122,0,0,1
15624314,204,0,0,1
12428924,253,0,0,1
10480430,318,0,0,1
15800346,0,0,0,1
4089907,0,0,0,1
11516862,344,1,1,1
15519783,178,1,0,0
6811766,0,0,0,1
10988324,48,0,0,1
17158120,151,0,0,1
4041419,238,0,0,1
1962280,127,0,0,1
7968847,0,0,0,1
7568376,173,0,0,1
10751630,178,0,0,1
7403273,0,0,0,1
6347997,287,0,0,1
12426833,251,0,1,0
3499154,171,0,0,1
17144440,401,0,0,1
10219815,196,0,0,1
1290630,231,0,0,1
7207421,0,0,0,1
15642191,263,0,0,1
7643785,386,0,0,1
7643786,229,0,0,1
1753906,235,0,0,1
8099101,337,0,0,1
14522354,93,0,0,1
14522355,151,0,0,1
17094913,443,0,0,1
2738597,98,0,0,1
9989513,214,0,0,1
2535872,132,1,1,1
10071873,188,0,0,1
7972911,90,0,0,1
16381775,146,0,0,1
6604709,156,0,0,1
11725448,88,0,0,1
16381776,124,0,0,1
11515663,156,0,0,1
17110771,210,0,0,1
17110773,153,0,0,1
8655383,279,0,0,1
16162670,253,0,0,1
3616427,185,0,0,1
15509065,185,0,0,1
15648155,134,0,0,1
2495701,137,0,0,1
7619110,423,0,0,1
17985638,491,0,0,1
17010908,159,0,0,1
408898,195,0,0,1
9919913,79,0,0,1
826441,175,0,0,1
9550751,182,0,0,1
2557310,280,0,0,1
7733650,234,0,0,1
99847,66,0,0,1
16332585,0,0,0,1
16332586,0,0,0,1
6492670,98,0,0,1
2846983,139,0,0,1
11789279,142,0,0,1
16711485,122,0,0,1
12607847,0,0,0,1
17050017,205,1,1,1
17050015,0,0,0,1
1947210,171,0,0,1
8058023,238,0,0,1
15308182,191,0,0,1
7476718,166,0,0,1
15308187,107,0,0,1
7717128,267,0,0,1
1720868,121,0,0,1
3127908,45,0,0,1
8041899,388,0,0,1
1642583,173,0,0,1
14509952,289,0,0,1
8886034,197,0,0,1
16267011,270,0,0,1
6432244,0,0,0,1
3041158,130,0,0,1
14679001,355,0,0,1
8578054,163,0,0,1
15881649,122,0,0,1
7609726,242,0,0,1
14679007,278,0,0,1
2494725,0,0,0,1
7798751,0,0,0,1
12872281,255,0,0,1
10477000,348,1,1,1
499137,0,0,0,1
15225598,265,0,0,1
11710239,0,0,0,1
8384287,143,0,0,1
11456016,208,0,0,1
12539762,145,0,0,1
6304920,0,0,0,1
12738304,256,0,0,1
14653555,205,0,0,1
3314384,76,0,0,1
15353639,112,0,0,1
9010416,379,1,1,1
16485544,179,0,0,1
1295040,160,0,0,1
12455519,125,0,0,1
8295986,132,0,0,1
15990026,260,0,0,1
1904237,101,0,0,1
10876625,0,0,0,1
16999602,212,0,0,1
12749705,207,0,0,1
8497226,72,0,0,1
9514054,204,0,0,1
12749700,422,0,0,1
2496803,0,0,0,1
8746110,161,0,0,1
3934799,59,0,0,1
1265278,93,0,0,1
16138338,0,0,0,1
15996873,80,0,0,1
3041155,107,0,1,0
1319525,155,1,1,1
3917989,178,0,0,1
3080801,165,0,0,1
1858014,111,0,0,1
7609729,157,0,0,1
9284242,202,0,0,1
3041157,0,0,0,1
5559533,0,0,0,1
16381792,156,0,0,1
2426616,0,1,0,0
10477918,280,0,0,1
1620046,160,0,0,1
17278503,354,0,0,1
17278504,229,0,0,1
4964581,0,0,0,1
8660625,164,0,0,1
2028044,162,0,0,1
8256002,221,0,0,1
9791807,189,0,0,1
473255,153,0,0,1
4990702,0,0,0,1
