8211755,0,0
8643138,0,0
3682108,0,0
11774579,0,0
440041,0,0
101763,0,0
4525538,0,0
4063717,0,0
10761278,0,0
704296,0,0
7721627,0,0
424516,0,0
21721870,0,0
424515,0,0
10941528,0,0
3007915,0,0
6190434,0,0
17225946,0,0
1908406,0,0
9517034,0,0
2848788,0,0
6438055,0,0
3574513,0,0
4216988,0,0
6097953,0,0
7565355,0,0
4834163,0,0
17001787,0,0
407624,0,0
4196726,0,0
4196727,0,0
2671570,0,0
4821590,0,0
4659911,0,0
4196728,0,0
4959641,0,0
3011694,0,0
8742895,0,0
9157263,0,0
4374356,0,0
17441270,0,0
2544370,0,0
470566,0,0
104367,0,0
5539462,0,0
502780,0,0
3900622,0,0
15860804,0,0
1310959,0,0
6267406,0,0
6808282,0,0
1845815,0,0
8983264,0,0
672056,0,0
6094074,0,0
11011727,0,0
17607289,0,0
5004402,0,0
9860318,0,0
9860319,0,0
8146543,0,0
8598383,0,0
3041153,0,0
3041154,0,0
3041157,0,0
8189907,0,0
1620040,0,0
6435265,0,0
17704400,0,0
6801620,0,0
6819273,0,0
6819275,0,0
4200230,0,0
6819278,0,0
2070187,0,0
7064406,0,0
6316734,0,0
10587243,0,0
8865692,0,0
4856753,0,0
5846631,0,0
865251,0,0
6072039,0,0
15890422,0,0
9690399,0,0
7413919,0,0
6430480,0,0
4203944,0,0
17065472,0,0
10827791,0,0
8391133,0,0
1449618,0,0
8391135,0,0
8391136,0,0
8391137,0,0
8391138,0,0
8391139,0,0
11187024,0,0
114506,0,0
4996462,0,0
1977832,0,0
102622,0,0
110994,0,0
110995,0,0
6809707,0,0
6305051,0,0
9932903,0,0
11147889,0,0
4366695,0,0
10115534,0,0
16972348,0,0
4622662,0,0
8701816,0,0
6429643,0,0
15229268,0,0
10757617,0,0
6255613,0,0
9465717,0,0
9173436,0,0
3920481,0,0
6798383,0,0
3600229,0,0
17118851,0,0
6018850,0,0
22951923,0,0
3939513,0,0
3137525,0,0
17350945,0,0
15169816,0,0
9435828,0,0
2458123,0,0
16760756,0,0
12118560,0,0
6425438,0,0
6323363,0,0
6323360,0,0
3104740,0,0
96047,0,0
96045,0,0
261593,0,0
6772914,0,0
96048,0,0
4966300,0,0
2504433,0,0
7483400,0,0
8438477,0,0
2540476,0,0
12032666,0,0
3842639,0,0
9487373,0,0
9081321,0,0
9081322,0,0
106435,0,0
6429926,0,0
498344,0,0
9068360,0,0
3096405,0,0
16632629,0,0
12269248,0,0
3540850,0,0
4627429,0,0
17499373,0,0
6812677,0,0
4624458,0,0
12769053,0,0
8726992,0,0
6423570,0,0
96046,0,0
16980677,0,0
6405836,0,0
7606109,0,0
600690,0,0
2543089,0,0
11175674,0,0
5813975,0,0
6264625,0,0
12879790,0,0
11762031,0,0
10187175,0,0
738885,0,0
118480,0,0
6264626,0,0
528215,0,0
15542173,0,0
2118170,0,0
4980084,0,0
9263791,0,0
6484198,0,0
15615763,0,0
7846889,0,0
4987511,0,0
8724742,0,0
3791552,0,0
3021603,0,0
8191705,0,0
16401797,0,0
5551157,0,0
3001203,0,0
6800665,0,0
15341984,0,0
12934489,0,0
9127304,0,0
17126216,0,0
11022728,0,0
3006647,0,0
9517251,0,0
4070371,0,0
17126218,0,0
17126219,0,0
1310960,0,0
1310963,0,0
106209,0,0
12607847,0,0
109366,0,0
6320134,0,0
1666779,0,0
10435517,0,0
3148128,0,0
10530488,0,0
9440882,0,0
1767567,0,0
5072545,0,0
167027,0,0
4959698,0,0
2853579,0,0
9531388,0,0
1537198,0,0
4662739,0,0
11098925,0,0
118479,0,0
3618720,0,0
3080141,0,0
7228847,0,0
4966299,0,0
3151255,0,0
451143,0,0
3151257,0,0
5264777,0,0
14529301,0,0
8928334,0,0
2993322,0,0
3588676,0,0
9033659,0,0
14994546,0,0
2845185,0,0
1819202,0,0
17637400,0,0
4325720,0,0
274004,0,0
6116287,0,0
7968843,0,0
2751610,0,0
7968847,0,0
418507,0,0
2486480,0,0
7050474,0,0
16583665,0,0
6433652,0,0
7591916,0,0
4216992,0,0
